,E57_KO_10uM_cyto3,E57_KO_10uM_cyto3,E57_KO_500uM_cyto3,E57_KO_500uM_cyto3,E57_KO_Control_cyto3,E57_KO_Control_cyto3,E57_KO_DMSO_cyto3,E57_KO_DMSO_cyto3,E57_WT_10uM_cyto3,E57_WT_10uM_cyto3,E57_WT_500uM_cyto3,E57_WT_500uM_cyto3,E57_WT_Control_cyto3,E57_WT_Control_cyto3,E57_WT_DMSO_cyto3,E57_WT_DMSO_cyto3,E58_KO_10uM_cyto3,E58_KO_10uM_cyto3,E58_KO_500uM_cyto3,E58_KO_500uM_cyto3,E58_KO_Control_cyto3,E58_KO_Control_cyto3,E58_KO_DMSO_cyto3,E58_KO_DMSO_cyto3,E58_WT_10uM_cyto3,E58_WT_10uM_cyto3,E58_WT_500uM_cyto3,E58_WT_500uM_cyto3,E58_WT_Control_cyto3,E58_WT_Control_cyto3,E58_WT_DMSO_cyto3,E58_WT_DMSO_cyto3,E59_KO_10uM_cyto3,E59_KO_10uM_cyto3,E59_KO_500uM_cyto3,E59_KO_500uM_cyto3,E59_KO_Control_cyto3,E59_KO_Control_cyto3,E59_KO_DMSO_cyto3,E59_KO_DMSO_cyto3,E59_WT_10uM_cyto3,E59_WT_10uM_cyto3,E59_WT_500uM_cyto3,E59_WT_500uM_cyto3,E59_WT_Control_cyto3,E59_WT_Control_cyto3,E59_WT_DMSO_cyto3,E59_WT_DMSO_cyto3
,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time
0,499,0.0,445,0.0,406,0.0,216,0.0,511,0.0,462,0.0,372,0.0,427,0.0,1186,0.0,652,0.0,848,0.0,757,0.0,346,0.0,790,0.0,405,0.0,270,0.0,1491,0.0,1464,0.0,1142,0.0,1335,0.0,906,0.0,834,0.0,715,0.0,793,0.0
1,504,0.5,445,0.5,409,0.5,222,0.5,514,0.5,469,0.5,375,0.5,430,0.5,1194,0.5,658,0.5,861,0.5,758,0.5,354,0.5,803,0.5,415,0.5,275,0.5,1518,0.5,1486,0.5,1154,0.5,1349,0.5,926,0.5,856,0.5,724,0.5,811,0.5
2,510,1.0,446,1.0,412,1.0,228,1.0,518,1.0,477,1.0,378,1.0,434,1.0,1203,1.0,665,1.0,874,1.0,759,1.0,362,1.0,817,1.0,426,1.0,281,1.0,1545,1.0,1509,1.0,1167,1.0,1364,1.0,946,1.0,879,1.0,734,1.0,830,1.0
3,515,1.5,446,1.5,415,1.5,235,1.5,522,1.5,485,1.5,381,1.5,438,1.5,1211,1.5,672,1.5,887,1.5,760,1.5,370,1.5,831,1.5,437,1.5,287,1.5,1572,1.5,1532,1.5,1179,1.5,1378,1.5,966,1.5,902,1.5,744,1.5,848,1.5
4,521,2.0,447,2.0,418,2.0,241,2.0,525,2.0,492,2.0,384,2.0,441,2.0,1220,2.0,679,2.0,900,2.0,761,2.0,378,2.0,845,2.0,447,2.0,292,2.0,1599,2.0,1555,2.0,1192,2.0,1393,2.0,986,2.0,924,2.0,753,2.0,867,2.0
5,526,2.5,447,2.5,421,2.5,247,2.5,529,2.5,500,2.5,387,2.5,445,2.5,1228,2.5,686,2.5,913,2.5,762,2.5,386,2.5,859,2.5,458,2.5,298,2.5,1626,2.5,1578,2.5,1204,2.5,1407,2.5,1006,2.5,947,2.5,763,2.5,885,2.5
6,532,3.0,448,3.0,424,3.0,254,3.0,533,3.0,508,3.0,391,3.0,449,3.0,1237,3.0,693,3.0,927,3.0,764,3.0,394,3.0,873,3.0,469,3.0,304,3.0,1653,3.0,1601,3.0,1217,3.0,1422,3.0,1026,3.0,970,3.0,773,3.0,904,3.0
7,539,3.5,450,3.5,428,3.5,251,3.5,537,3.5,512,3.5,396,3.5,451,3.5,1251,3.5,705,3.5,933,3.5,775,3.5,400,3.5,883,3.5,473,3.5,308,3.5,1661,3.5,1603,3.5,1222,3.5,1429,3.5,1035,3.5,971,3.5,776,3.5,913,3.5
8,546,4.0,452,4.0,432,4.0,248,4.0,541,4.0,516,4.0,401,4.0,453,4.0,1265,4.0,717,4.0,939,4.0,787,4.0,406,4.0,893,4.0,478,4.0,312,4.0,1669,4.0,1606,4.0,1228,4.0,1436,4.0,1045,4.0,972,4.0,779,4.0,922,4.0
9,554,4.5,454,4.5,436,4.5,245,4.5,545,4.5,520,4.5,407,4.5,455,4.5,1279,4.5,729,4.5,945,4.5,799,4.5,413,4.5,903,4.5,483,4.5,316,4.5,1677,4.5,1609,4.5,1233,4.5,1443,4.5,1054,4.5,973,4.5,782,4.5,931,4.5
10,561,5.0,456,5.0,440,5.0,242,5.0,549,5.0,524,5.0,412,5.0,457,5.0,1293,5.0,741,5.0,951,5.0,811,5.0,419,5.0,913,5.0,487,5.0,320,5.0,1685,5.0,1611,5.0,1239,5.0,1450,5.0,1064,5.0,974,5.0,785,5.0,940,5.0
11,568,5.5,458,5.5,444,5.5,239,5.5,553,5.5,528,5.5,417,5.5,459,5.5,1307,5.5,753,5.5,957,5.5,823,5.5,425,5.5,923,5.5,492,5.5,324,5.5,1693,5.5,1614,5.5,1244,5.5,1457,5.5,1073,5.5,975,5.5,788,5.5,949,5.5
12,576,6.0,460,6.0,448,6.0,237,6.0,558,6.0,533,6.0,423,6.0,461,6.0,1322,6.0,765,6.0,963,6.0,835,6.0,432,6.0,933,6.0,497,6.0,329,6.0,1702,6.0,1617,6.0,1250,6.0,1465,6.0,1083,6.0,976,6.0,791,6.0,958,6.0
13,569,6.5,465,6.5,450,6.5,243,6.5,565,6.5,535,6.5,427,6.5,466,6.5,1324,6.5,764,6.5,969,6.5,848,6.5,433,6.5,941,6.5,504,6.5,338,6.5,1707,6.5,1628,6.5,1256,6.5,1477,6.5,1093,6.5,982,6.5,793,6.5,962,6.5
14,562,7.0,470,7.0,452,7.0,249,7.0,573,7.0,538,7.0,431,7.0,472,7.0,1327,7.0,763,7.0,975,7.0,862,7.0,434,7.0,950,7.0,512,7.0,347,7.0,1713,7.0,1639,7.0,1262,7.0,1490,7.0,1103,7.0,989,7.0,795,7.0,967,7.0
15,555,7.5,476,7.5,455,7.5,256,7.5,580,7.5,540,7.5,436,7.5,477,7.5,1330,7.5,762,7.5,981,7.5,876,7.5,435,7.5,959,7.5,519,7.5,357,7.5,1719,7.5,1650,7.5,1268,7.5,1503,7.5,1114,7.5,995,7.5,797,7.5,972,7.5
16,548,8.0,481,8.0,457,8.0,262,8.0,588,8.0,543,8.0,440,8.0,483,8.0,1332,8.0,761,8.0,987,8.0,890,8.0,436,8.0,967,8.0,527,8.0,366,8.0,1724,8.0,1661,8.0,1274,8.0,1515,8.0,1124,8.0,1002,8.0,799,8.0,976,8.0
17,541,8.5,486,8.5,459,8.5,268,8.5,595,8.5,545,8.5,444,8.5,488,8.5,1335,8.5,760,8.5,993,8.5,904,8.5,437,8.5,976,8.5,534,8.5,375,8.5,1730,8.5,1672,8.5,1280,8.5,1528,8.5,1134,8.5,1008,8.5,801,8.5,981,8.5
18,535,9.0,492,9.0,462,9.0,275,9.0,603,9.0,548,9.0,449,9.0,494,9.0,1338,9.0,759,9.0,1000,9.0,918,9.0,438,9.0,985,9.0,542,9.0,385,9.0,1736,9.0,1684,9.0,1287,9.0,1541,9.0,1145,9.0,1015,9.0,803,9.0,986,9.0
19,537,9.5,487,9.5,464,9.5,271,9.5,612,9.5,557,9.5,453,9.5,499,9.5,1347,9.5,766,9.5,999,9.5,919,9.5,442,9.5,991,9.5,545,9.5,384,9.5,1744,9.5,1689,9.5,1291,9.5,1548,9.5,1154,9.5,1023,9.5,813,9.5,994,9.5
20,540,10.0,483,10.0,466,10.0,268,10.0,621,10.0,566,10.0,457,10.0,504,10.0,1356,10.0,774,10.0,999,10.0,920,10.0,446,10.0,997,10.0,548,10.0,384,10.0,1752,10.0,1695,10.0,1296,10.0,1555,10.0,1164,10.0,1032,10.0,823,10.0,1002,10.0
21,542,10.5,478,10.5,468,10.5,264,10.5,630,10.5,576,10.5,461,10.5,509,10.5,1366,10.5,781,10.5,999,10.5,921,10.5,450,10.5,1003,10.5,551,10.5,383,10.5,1761,10.5,1700,10.5,1301,10.5,1563,10.5,1173,10.5,1041,10.5,833,10.5,1010,10.5
22,545,11.0,474,11.0,470,11.0,261,11.0,639,11.0,585,11.0,465,11.0,514,11.0,1375,11.0,789,11.0,999,11.0,922,11.0,454,11.0,1009,11.0,554,11.0,383,11.0,1769,11.0,1706,11.0,1306,11.0,1570,11.0,1183,11.0,1050,11.0,843,11.0,1018,11.0
23,547,11.5,469,11.5,472,11.5,257,11.5,648,11.5,594,11.5,469,11.5,519,11.5,1384,11.5,796,11.5,999,11.5,923,11.5,458,11.5,1015,11.5,557,11.5,382,11.5,1777,11.5,1711,11.5,1311,11.5,1577,11.5,1192,11.5,1059,11.5,853,11.5,1026,11.5
24,550,12.0,465,12.0,475,12.0,254,12.0,658,12.0,604,12.0,474,12.0,525,12.0,1394,12.0,804,12.0,999,12.0,924,12.0,463,12.0,1022,12.0,561,12.0,382,12.0,1786,12.0,1717,12.0,1316,12.0,1585,12.0,1202,12.0,1068,12.0,863,12.0,1034,12.0
25,555,12.5,469,12.5,473,12.5,255,12.5,667,12.5,612,12.5,480,12.5,530,12.5,1406,12.5,803,12.5,1009,12.5,936,12.5,467,12.5,1036,12.5,567,12.5,385,12.5,1800,12.5,1725,12.5,1329,12.5,1600,12.5,1213,12.5,1081,12.5,877,12.5,1043,12.5
26,561,13.0,474,13.0,472,13.0,257,13.0,677,13.0,620,13.0,486,13.0,535,13.0,1418,13.0,802,13.0,1020,13.0,949,13.0,472,13.0,1051,13.0,574,13.0,388,13.0,1815,13.0,1733,13.0,1343,13.0,1615,13.0,1225,13.0,1094,13.0,891,13.0,1052,13.0
27,567,13.5,479,13.5,471,13.5,259,13.5,687,13.5,629,13.5,492,13.5,540,13.5,1430,13.5,802,13.5,1031,13.5,961,13.5,477,13.5,1065,13.5,580,13.5,392,13.5,1830,13.5,1741,13.5,1356,13.5,1630,13.5,1237,13.5,1107,13.5,905,13.5,1061,13.5
28,573,14.0,483,14.0,470,14.0,261,14.0,697,14.0,637,14.0,498,14.0,545,14.0,1442,14.0,801,14.0,1041,14.0,974,14.0,481,14.0,1080,14.0,587,14.0,395,14.0,1845,14.0,1749,14.0,1370,14.0,1645,14.0,1249,14.0,1120,14.0,919,14.0,1070,14.0
29,579,14.5,488,14.5,469,14.5,263,14.5,707,14.5,645,14.5,504,14.5,550,14.5,1454,14.5,800,14.5,1052,14.5,986,14.5,486,14.5,1094,14.5,593,14.5,398,14.5,1860,14.5,1757,14.5,1383,14.5,1660,14.5,1261,14.5,1133,14.5,933,14.5,1079,14.5
30,585,15.0,493,15.0,468,15.0,265,15.0,717,15.0,654,15.0,511,15.0,556,15.0,1466,15.0,800,15.0,1063,15.0,999,15.0,491,15.0,1109,15.0,600,15.0,402,15.0,1875,15.0,1766,15.0,1397,15.0,1675,15.0,1273,15.0,1146,15.0,948,15.0,1088,15.0
31,595,15.5,499,15.5,476,15.5,266,15.5,729,15.5,656,15.5,519,15.5,559,15.5,1452,15.5,800,15.5,1070,15.5,996,15.5,510,15.5,1131,15.5,612,15.5,411,15.5,1893,15.5,1789,15.5,1410,15.5,1687,15.5,1283,15.5,1159,15.5,958,15.5,1098,15.5
32,605,16.0,505,16.0,484,16.0,267,16.0,741,16.0,659,16.0,528,16.0,563,16.0,1439,16.0,801,16.0,1077,16.0,993,16.0,529,16.0,1154,16.0,624,16.0,421,16.0,1912,16.0,1813,16.0,1424,16.0,1699,16.0,1294,16.0,1172,16.0,969,16.0,1109,16.0
33,615,16.5,511,16.5,493,16.5,268,16.5,754,16.5,662,16.5,536,16.5,567,16.5,1426,16.5,802,16.5,1085,16.5,990,16.5,548,16.5,1177,16.5,636,16.5,431,16.5,1931,16.5,1837,16.5,1438,16.5,1712,16.5,1305,16.5,1185,16.5,980,16.5,1119,16.5
34,625,17.0,517,17.0,501,17.0,269,17.0,766,17.0,665,17.0,545,17.0,571,17.0,1412,17.0,802,17.0,1092,17.0,987,17.0,567,17.0,1199,17.0,648,17.0,440,17.0,1949,17.0,1861,17.0,1452,17.0,1724,17.0,1315,17.0,1198,17.0,991,17.0,1130,17.0
35,635,17.5,523,17.5,509,17.5,270,17.5,778,17.5,668,17.5,553,17.5,575,17.5,1399,17.5,803,17.5,1099,17.5,984,17.5,586,17.5,1222,17.5,660,17.5,450,17.5,1968,17.5,1885,17.5,1466,17.5,1736,17.5,1326,17.5,1211,17.5,1002,17.5,1140,17.5
36,645,18.0,529,18.0,518,18.0,271,18.0,791,18.0,671,18.0,562,18.0,579,18.0,1386,18.0,804,18.0,1107,18.0,981,18.0,606,18.0,1245,18.0,672,18.0,460,18.0,1987,18.0,1909,18.0,1480,18.0,1749,18.0,1337,18.0,1225,18.0,1013,18.0,1151,18.0
37,646,18.5,530,18.5,523,18.5,274,18.5,782,18.5,675,18.5,556,18.5,579,18.5,1398,18.5,813,18.5,1109,18.5,985,18.5,608,18.5,1252,18.5,684,18.5,463,18.5,1988,18.5,1913,18.5,1485,18.5,1755,18.5,1345,18.5,1233,18.5,1013,18.5,1153,18.5
38,647,19.0,531,19.0,528,19.0,277,19.0,774,19.0,679,19.0,551,19.0,579,19.0,1410,19.0,822,19.0,1111,19.0,989,19.0,610,19.0,1260,19.0,696,19.0,467,19.0,1989,19.0,1917,19.0,1491,19.0,1761,19.0,1353,19.0,1242,19.0,1014,19.0,1156,19.0
39,649,19.5,532,19.5,533,19.5,280,19.5,766,19.5,684,19.5,545,19.5,579,19.5,1422,19.5,832,19.5,1114,19.5,993,19.5,612,19.5,1267,19.5,709,19.5,471,19.5,1990,19.5,1922,19.5,1496,19.5,1767,19.5,1361,19.5,1250,19.5,1015,19.5,1158,19.5
40,650,20.0,533,20.0,538,20.0,283,20.0,757,20.0,688,20.0,540,20.0,579,20.0,1434,20.0,841,20.0,1116,20.0,997,20.0,614,20.0,1275,20.0,721,20.0,474,20.0,1991,20.0,1926,20.0,1502,20.0,1773,20.0,1369,20.0,1259,20.0,1015,20.0,1161,20.0
41,651,20.5,534,20.5,543,20.5,286,20.5,749,20.5,692,20.5,534,20.5,579,20.5,1446,20.5,850,20.5,1118,20.5,1001,20.5,616,20.5,1282,20.5,733,20.5,478,20.5,1992,20.5,1930,20.5,1507,20.5,1779,20.5,1377,20.5,1267,20.5,1016,20.5,1163,20.5
42,653,21.0,536,21.0,549,21.0,290,21.0,741,21.0,697,21.0,529,21.0,579,21.0,1458,21.0,860,21.0,1121,21.0,1006,21.0,618,21.0,1290,21.0,746,21.0,482,21.0,1993,21.0,1935,21.0,1513,21.0,1786,21.0,1386,21.0,1276,21.0,1017,21.0,1166,21.0
43,654,21.5,538,21.5,552,21.5,288,21.5,744,21.5,700,21.5,535,21.5,589,21.5,1470,21.5,875,21.5,1129,21.5,1011,21.5,626,21.5,1306,21.5,746,21.5,495,21.5,2010,21.5,1944,21.5,1528,21.5,1805,21.5,1400,21.5,1289,21.5,1025,21.5,1182,21.5
44,656,22.0,541,22.0,556,22.0,286,22.0,748,22.0,703,22.0,542,22.0,599,22.0,1482,22.0,890,22.0,1138,22.0,1016,22.0,634,22.0,1322,22.0,747,22.0,509,22.0,2028,22.0,1953,22.0,1543,22.0,1824,22.0,1415,22.0,1303,22.0,1034,22.0,1199,22.0
45,657,22.5,544,22.5,560,22.5,284,22.5,751,22.5,706,22.5,549,22.5,610,22.5,1494,22.5,906,22.5,1146,22.5,1021,22.5,642,22.5,1338,22.5,748,22.5,522,22.5,2046,22.5,1962,22.5,1558,22.5,1843,22.5,1429,22.5,1317,22.5,1042,22.5,1216,22.5
46,659,23.0,547,23.0,564,23.0,282,23.0,755,23.0,709,23.0,555,23.0,620,23.0,1506,23.0,921,23.0,1155,23.0,1026,23.0,650,23.0,1354,23.0,748,23.0,536,23.0,2063,23.0,1971,23.0,1573,23.0,1862,23.0,1444,23.0,1331,23.0,1051,23.0,1233,23.0
47,660,23.5,550,23.5,568,23.5,280,23.5,758,23.5,712,23.5,562,23.5,630,23.5,1518,23.5,936,23.5,1163,23.5,1031,23.5,658,23.5,1370,23.5,749,23.5,549,23.5,2081,23.5,1980,23.5,1588,23.5,1881,23.5,1458,23.5,1345,23.5,1059,23.5,1250,23.5
48,662,24.0,553,24.0,572,24.0,279,24.0,762,24.0,715,24.0,569,24.0,641,24.0,1530,24.0,952,24.0,1172,24.0,1037,24.0,667,24.0,1386,24.0,750,24.0,563,24.0,2099,24.0,1990,24.0,1603,24.0,1901,24.0,1473,24.0,1359,24.0,1068,24.0,1267,24.0
49,667,24.5,562,24.5,576,24.5,278,24.5,773,24.5,723,24.5,581,24.5,643,24.5,1528,24.5,952,24.5,1183,24.5,1050,24.5,673,24.5,1398,24.5,759,24.5,565,24.5,2107,24.5,1998,24.5,1613,24.5,1914,24.5,1485,24.5,1360,24.5,1074,24.5,1279,24.5
50,673,25.0,572,25.0,580,25.0,278,25.0,785,25.0,732,25.0,594,25.0,645,25.0,1527,25.0,952,25.0,1195,25.0,1063,25.0,679,25.0,1410,25.0,768,25.0,568,25.0,2116,25.0,2006,25.0,1624,25.0,1928,25.0,1498,25.0,1361,25.0,1080,25.0,1292,25.0
51,679,25.5,581,25.5,584,25.5,277,25.5,797,25.5,741,25.5,606,25.5,647,25.5,1526,25.5,952,25.5,1207,25.5,1077,25.5,685,25.5,1422,25.5,777,25.5,571,25.5,2125,25.5,2014,25.5,1634,25.5,1942,25.5,1510,25.5,1363,25.5,1086,25.5,1305,25.5
52,684,26.0,591,26.0,588,26.0,277,26.0,808,26.0,749,26.0,619,26.0,649,26.0,1525,26.0,952,26.0,1219,26.0,1090,26.0,691,26.0,1434,26.0,786,26.0,574,26.0,2133,26.0,2022,26.0,1645,26.0,1955,26.0,1523,26.0,1364,26.0,1092,26.0,1318,26.0
53,690,26.5,600,26.5,592,26.5,276,26.5,820,26.5,758,26.5,631,26.5,651,26.5,1524,26.5,952,26.5,1231,26.5,1103,26.5,697,26.5,1446,26.5,795,26.5,577,26.5,2142,26.5,2030,26.5,1655,26.5,1969,26.5,1535,26.5,1365,26.5,1098,26.5,1331,26.5
54,696,27.0,610,27.0,596,27.0,276,27.0,832,27.0,767,27.0,644,27.0,654,27.0,1523,27.0,953,27.0,1243,27.0,1117,27.0,704,27.0,1458,27.0,805,27.0,580,27.0,2151,27.0,2039,27.0,1666,27.0,1983,27.0,1548,27.0,1367,27.0,1105,27.0,1344,27.0
55,703,27.5,608,27.5,600,27.5,278,27.5,842,27.5,772,27.5,646,27.5,662,27.5,1546,27.5,952,27.5,1255,27.5,1126,27.5,712,27.5,1459,27.5,819,27.5,579,27.5,2172,27.5,2055,27.5,1672,27.5,1997,27.5,1554,27.5,1378,27.5,1116,27.5,1354,27.5
56,711,28.0,606,28.0,604,28.0,281,28.0,852,28.0,777,28.0,648,28.0,671,28.0,1569,28.0,952,28.0,1268,28.0,1135,28.0,720,28.0,1461,28.0,833,28.0,579,28.0,2194,28.0,2072,28.0,1679,28.0,2012,28.0,1561,28.0,1389,28.0,1127,28.0,1364,28.0
57,718,28.5,604,28.5,608,28.5,283,28.5,863,28.5,782,28.5,651,28.5,679,28.5,1592,28.5,952,28.5,1281,28.5,1145,28.5,728,28.5,1462,28.5,847,28.5,579,28.5,2215,28.5,2089,28.5,1686,28.5,2027,28.5,1567,28.5,1401,28.5,1138,28.5,1374,28.5
58,726,29.0,602,29.0,612,29.0,286,29.0,873,29.0,787,29.0,653,29.0,688,29.0,1615,29.0,952,29.0,1293,29.0,1154,29.0,736,29.0,1464,29.0,861,29.0,579,29.0,2237,29.0,2105,29.0,1693,29.0,2041,29.0,1574,29.0,1412,29.0,1149,29.0,1384,29.0
59,733,29.5,600,29.5,616,29.5,288,29.5,883,29.5,792,29.5,655,29.5,696,29.5,1638,29.5,952,29.5,1306,29.5,1163,29.5,744,29.5,1465,29.5,875,29.5,579,29.5,2258,29.5,2122,29.5,1700,29.5,2056,29.5,1580,29.5,1423,29.5,1160,29.5,1394,29.5
60,741,30.0,599,30.0,621,30.0,291,30.0,894,30.0,797,30.0,658,30.0,705,30.0,1661,30.0,952,30.0,1319,30.0,1173,30.0,752,30.0,1467,30.0,889,30.0,579,30.0,2280,30.0,2139,30.0,1707,30.0,2071,30.0,1587,30.0,1435,30.0,1172,30.0,1404,30.0
61,740,30.5,602,30.5,629,30.5,293,30.5,897,30.5,801,30.5,663,30.5,713,30.5,1683,30.5,949,30.5,1318,30.5,1171,30.5,752,30.5,1486,30.5,891,30.5,590,30.5,2294,30.5,2142,30.5,1723,30.5,2079,30.5,1593,30.5,1439,30.5,1177,30.5,1414,30.5
62,739,31.0,605,31.0,638,31.0,295,31.0,900,31.0,805,31.0,669,31.0,722,31.0,1706,31.0,947,31.0,1317,31.0,1169,31.0,752,31.0,1506,31.0,894,31.0,601,31.0,2308,31.0,2145,31.0,1740,31.0,2087,31.0,1599,31.0,1443,31.0,1183,31.0,1424,31.0
63,738,31.5,608,31.5,646,31.5,298,31.5,903,31.5,809,31.5,674,31.5,730,31.5,1729,31.5,945,31.5,1316,31.5,1167,31.5,752,31.5,1526,31.5,897,31.5,612,31.5,2323,31.5,2148,31.5,1757,31.5,2095,31.5,1605,31.5,1447,31.5,1189,31.5,1435,31.5
64,737,32.0,611,32.0,655,32.0,300,32.0,906,32.0,813,32.0,680,32.0,739,32.0,1751,32.0,943,32.0,1315,32.0,1165,32.0,752,32.0,1545,32.0,899,32.0,623,32.0,2337,32.0,2151,32.0,1774,32.0,2103,32.0,1611,32.0,1451,32.0,1195,32.0,1445,32.0
65,736,32.5,614,32.5,663,32.5,302,32.5,909,32.5,817,32.5,685,32.5,747,32.5,1774,32.5,941,32.5,1314,32.5,1163,32.5,752,32.5,1565,32.5,902,32.5,634,32.5,2351,32.5,2154,32.5,1791,32.5,2111,32.5,1617,32.5,1455,32.5,1201,32.5,1455,32.5
66,735,33.0,617,33.0,672,33.0,305,33.0,913,33.0,821,33.0,691,33.0,756,33.0,1797,33.0,939,33.0,1313,33.0,1162,33.0,752,33.0,1585,33.0,905,33.0,645,33.0,2366,33.0,2158,33.0,1808,33.0,2120,33.0,1624,33.0,1459,33.0,1207,33.0,1466,33.0
67,744,33.5,615,33.5,672,33.5,302,33.5,923,33.5,825,33.5,704,33.5,762,33.5,1792,33.5,944,33.5,1328,33.5,1177,33.5,753,33.5,1602,33.5,913,33.5,651,33.5,2379,33.5,2172,33.5,1826,33.5,2135,33.5,1649,33.5,1468,33.5,1227,33.5,1487,33.5
68,753,34.0,614,34.0,672,34.0,299,34.0,934,34.0,829,34.0,718,34.0,769,34.0,1787,34.0,950,34.0,1344,34.0,1192,34.0,754,34.0,1619,34.0,921,34.0,658,34.0,2393,34.0,2186,34.0,1845,34.0,2151,34.0,1674,34.0,1478,34.0,1247,34.0,1508,34.0
69,762,34.5,613,34.5,672,34.5,297,34.5,945,34.5,834,34.5,732,34.5,776,34.5,1782,34.5,955,34.5,1360,34.5,1207,34.5,755,34.5,1637,34.5,929,34.5,665,34.5,2407,34.5,2201,34.5,1864,34.5,2166,34.5,1699,34.5,1488,34.5,1267,34.5,1529,34.5
70,771,35.0,612,35.0,672,35.0,294,35.0,956,35.0,838,35.0,746,35.0,782,35.0,1777,35.0,961,35.0,1375,35.0,1222,35.0,756,35.0,1654,35.0,937,35.0,671,35.0,2421,35.0,2215,35.0,1883,35.0,2182,35.0,1724,35.0,1497,35.0,1287,35.0,1550,35.0
71,780,35.5,611,35.5,672,35.5,291,35.5,967,35.5,842,35.5,760,35.5,789,35.5,1772,35.5,966,35.5,1391,35.5,1237,35.5,757,35.5,1671,35.5,945,35.5,678,35.5,2435,35.5,2229,35.5,1902,35.5,2197,35.5,1749,35.5,1507,35.5,1307,35.5,1571,35.5
72,789,36.0,610,36.0,672,36.0,289,36.0,978,36.0,847,36.0,774,36.0,796,36.0,1767,36.0,972,36.0,1407,36.0,1252,36.0,758,36.0,1689,36.0,954,36.0,685,36.0,2449,36.0,2244,36.0,1921,36.0,2213,36.0,1774,36.0,1517,36.0,1327,36.0,1592,36.0
73,801,36.5,613,36.5,681,36.5,291,36.5,1006,36.5,852,36.5,772,36.5,800,36.5,1785,36.5,982,36.5,1416,36.5,1256,36.5,769,36.5,1701,36.5,965,36.5,684,36.5,2475,36.5,2252,36.5,1944,36.5,2244,36.5,1790,36.5,1523,36.5,1340,36.5,1601,36.5
74,814,37.0,617,37.0,690,37.0,294,37.0,1034,37.0,857,37.0,771,37.0,805,37.0,1804,37.0,992,37.0,1425,37.0,1261,37.0,781,37.0,1713,37.0,977,37.0,684,37.0,2501,37.0,2261,37.0,1967,37.0,2276,37.0,1806,37.0,1530,37.0,1353,37.0,1611,37.0
75,826,37.5,621,37.5,699,37.5,297,37.5,1062,37.5,863,37.5,770,37.5,810,37.5,1823,37.5,1003,37.5,1434,37.5,1265,37.5,793,37.5,1725,37.5,988,37.5,684,37.5,2527,37.5,2269,37.5,1990,37.5,2307,37.5,1822,37.5,1537,37.5,1366,37.5,1620,37.5
76,839,38.0,624,38.0,708,38.0,300,38.0,1090,38.0,868,38.0,769,38.0,814,38.0,1842,38.0,1013,38.0,1443,38.0,1270,38.0,805,38.0,1737,38.0,1000,38.0,684,38.0,2553,38.0,2278,38.0,2013,38.0,2339,38.0,1838,38.0,1543,38.0,1379,38.0,1630,38.0
77,851,38.5,628,38.5,717,38.5,303,38.5,1118,38.5,873,38.5,768,38.5,819,38.5,1861,38.5,1023,38.5,1452,38.5,1274,38.5,817,38.5,1749,38.5,1011,38.5,684,38.5,2579,38.5,2286,38.5,2036,38.5,2370,38.5,1854,38.5,1550,38.5,1392,38.5,1639,38.5
78,864,39.0,632,39.0,726,39.0,306,39.0,1146,39.0,879,39.0,767,39.0,824,39.0,1880,39.0,1034,39.0,1461,39.0,1279,39.0,829,39.0,1761,39.0,1023,39.0,684,39.0,2605,39.0,2295,39.0,2059,39.0,2402,39.0,1871,39.0,1557,39.0,1405,39.0,1649,39.0
79,866,39.5,637,39.5,731,39.5,314,39.5,1160,39.5,880,39.5,776,39.5,834,39.5,1886,39.5,1040,39.5,1470,39.5,1281,39.5,846,39.5,1768,39.5,1029,39.5,688,39.5,2621,39.5,2305,39.5,2069,39.5,2426,39.5,1894,39.5,1569,39.5,1416,39.5,1664,39.5
80,869,40.0,642,40.0,736,40.0,323,40.0,1174,40.0,882,40.0,785,40.0,844,40.0,1893,40.0,1046,40.0,1480,40.0,1284,40.0,864,40.0,1775,40.0,1035,40.0,692,40.0,2638,40.0,2316,40.0,2080,40.0,2450,40.0,1918,40.0,1581,40.0,1427,40.0,1680,40.0
81,872,40.5,648,40.5,741,40.5,332,40.5,1188,40.5,884,40.5,795,40.5,855,40.5,1899,40.5,1052,40.5,1489,40.5,1287,40.5,882,40.5,1782,40.5,1042,40.5,697,40.5,2655,40.5,2326,40.5,2091,40.5,2474,40.5,1941,40.5,1593,40.5,1439,40.5,1696,40.5
82,874,41.0,653,41.0,746,41.0,340,41.0,1202,41.0,886,41.0,804,41.0,865,41.0,1906,41.0,1058,41.0,1499,41.0,1289,41.0,900,41.0,1789,41.0,1048,41.0,701,41.0,2671,41.0,2337,41.0,2101,41.0,2498,41.0,1965,41.0,1605,41.0,1450,41.0,1712,41.0
83,877,41.5,658,41.5,751,41.5,349,41.5,1216,41.5,888,41.5,813,41.5,875,41.5,1912,41.5,1064,41.5,1508,41.5,1292,41.5,918,41.5,1796,41.5,1054,41.5,705,41.5,2688,41.5,2347,41.5,2112,41.5,2522,41.5,1988,41.5,1617,41.5,1461,41.5,1728,41.5
